paper_id,organism,year,journal,query_source,explicit_reason_found,hallucination_free,null_reason,claim,category,subcategory,supporting_quote,quote_match_score,hallucination_risk,cluster_id,cluster_probability,umap_x,umap_y
24299458,E. coli,2014,Anal Chem,ecoli_model_system,True,True,,used as a representative model system for demonstrating the method,technical,model_system,Using recombinant M13KE-TC phage and Escherichia coli ER2738 as a model system,1.0,False,3,0.7233303744348458,8.644257,2.7351038
24255125,E. coli,2013,mBio,ecoli_model_system,True,True,,E. coli is a model system for studying nitrogen regulation in bacteria,historical,model_system_precedent,Nitrogen regulation in Escherichia coli is a model system for gene regulation in bacteria,1.0,False,-1,0.0,11.810617,1.1512544
24068908,E. coli,2013,PLoS Comput Biol,ecoli_model_system,True,True,,E. coli is a well-established model for studying sensory response and adaptation,historical,model_organism_established,"a canonical system for the study of how organisms sense, respond, and adapt to environmental stimuli",1.0,False,-1,0.0,12.601602,0.5363518
23995679,E. coli,2013,Nature,ecoli_model_system,True,True,,NhaA from E. coli is the best understood model system for Na(+)/H(+) antiport,biological,model_system_establishment,"The best understood model system for Na(+)/H(+) antiport is NhaA from Escherichia coli, for which both electron microscopy and crystal structures are available",1.0,False,-1,0.0,12.7772665,0.24258403
23932448,E. coli,2013,Bioorg Med Chem,ecoli_model_system,True,True,,used a permeable E. coli strain to study in vivo effects of FtsZ inhibitors,technical,membrane_permeability,"we developed a model system using a permeable Escherichia coli strain, envA1, together with an inducible FtsZ-yellow fluorescent protein construct to show by fluorescence microscopy that both chrysophaentin A and hemi-chrysophaentin disrupt Z-rings in live bacteria",1.0,False,9,1.0,13.073817,1.424119
23827415,E. coli,2013,J Biotechnol,ecoli_model_system,True,True,,E. coli BL21(DE3) lacks a copper chaperone needed for copper ion insertion into CotA laccase,biological,metal_homeostasis,E. coli BL21(DE3) seems to lack such a copper chaperone which can be partially complemented by heterologous expression thereof,1.0,False,-1,0.0,12.06451,1.7187933
23763905,E. coli,2013,Eur J Protistol,ecoli_model_system,True,True,,"E. coli is used because it can escape digestion and survive inside T. pyriformis, enabling endosymbiosis studies",biological,digestion_escape,"single bacteria leaving food vacuoles and escaping digestion, an important prerequisite for further experiments",1.0,False,-1,0.0,13.673229,2.343584
23758679,E. coli,2013,BMC Microbiol,ecoli_model_system,True,True,,E. coli W is a non-pathogenic model sharing SslE secretion system with pathogenic strains,biological,virulence_factor_conservation,"Our work provides a non-pathogenic model system for the study of SslE secretion, and informs future research into the function of SslE during host colonization.",1.0,False,-1,0.0,14.021132,2.1087766
23749975,E. coli,2013,J Bacteriol,ecoli_model_system,True,True,,E. coli is the best-studied model system for chemotaxis,historical,model_system_precedence,Chemotaxis in Escherichia coli is the best-studied model system,1.0,False,-1,0.0,13.248686,-0.3734881
23749975,E. coli,2013,J Bacteriol,ecoli_model_system,True,True,,many E. coli strains have been sequenced,technical,genomic_availability,a large number of E. coli strains have been sequenced,1.0,False,11,0.7747566734450307,11.35495,-0.4475832
23688051,E. coli,2013,ACS Synth Biol,ecoli_model_system,True,True,,chosen for lack of intrinsic growth coordination,biological,growth_kinetics,which exhibit little or no intrinsic coordination of growth,1.0,False,3,0.9440843306840345,6.124254,4.659096
23628288,E. coli,2013,Curr Opin Struct Biol,ecoli_model_system,True,True,,used as a model system to understand molecular mechanism of ABC importers,biological,molecular_mechanism,This review uses the maltose transporter of Escherichia coli as a model system to understand the molecular mechanism of ABC importers.,1.0,False,-1,0.0,12.910368,0.74805343
23500459,E. coli,2013,Prog Lipid Res,ecoli_model_system,True,True,,E. coli was chosen because decades of prior research established it as a model system for bacterial lipid synthesis,historical,prior_research,"For decades, research in bacterial lipid synthesis was largely confined to the Escherichia coli model system",1.0,False,-1,0.0,10.482099,0.6843572
23432591,E. coli,2013,Curr Med Chem,ecoli_model_system,True,True,,E. coli was used as a model system to study peptide inhibition of ATP synthase,technical,model_system,the effect of peptides on the inhibition of the Escherichia coli model system through their action on ATP synthase is presented,1.0,False,-1,0.0,12.213445,1.4705634
23422409,E. coli,2013,mBio,ecoli_model_system,True,True,,used as a classical model system for studying phage-host interactions,historical,model_system,our findings in the classical Escherichia coli-lambda model system,1.0,False,-1,0.0,12.472962,2.8050046
23421314,E. coli,2013,Langmuir,ecoli_model_system,True,True,,E. coli ZK1056 is a good model for pathogenic strains due to robust biofilm formation,biological,biofilm_formation,The laboratory strain E. coli ZK1056 provides an intriguing model system for pathogenic E. coli strains because it forms biofilms robustly on a wide range of surfaces.,1.0,False,7,0.5645975980407912,13.860256,2.8688343
23027754,E. coli,2012,Acta Crystallogr Sect F Struct Biol Cryst Commun,ecoli_model_system,True,True,,"E. coli has been widely used as a model for genetic, biochemical, and single-molecule studies of F-type ATP synthases",historical,prior_usage,"The bacterial ATP synthase (F(O)F(1)) of Escherichia coli has been the prominent model system for genetics, biochemical and more recently single-molecule studies on F-type ATP synthases.",1.0,False,-1,0.0,11.41149,1.4537035
22970759,E. coli,2012,Mol Microbiol,ecoli_model_system,True,True,,E. coli O9a is a model system for glycan biosynthesis and export via the ABC transporter pathway,biological,glycan_biosynthesis,The Escherichia coli serotype O9a O-antigen polysaccharide (O-PS) is a model for glycan biosynthesis and export by the ATP-binding cassette transporter-dependent pathway,1.0,False,-1,0.0,13.122195,1.0737642
22954223,E. coli,2012,Ann N Y Acad Sci,ecoli_model_system,True,True,,E. coli is used as a model system to study mechanisms of GCR formation,biological,mechanistic_study,We study amplification in Escherichia coli as a model system to understand mechanisms and circumstances of GCR formation,1.0,False,11,0.6539510756045893,11.933808,1.2035885
22940499,E. coli,2012,J Photochem Photobiol B,ecoli_model_system,True,True,,used as a model system to study PUVA-induced DNA damage and repair,biological,dna_repair,We have used Escherichia coli as model system in studying PUVA induced DNA damage and repair,1.0,False,-1,0.0,9.621286,1.6434228
22925633,E. coli,2013,Biochim Biophys Acta,ecoli_model_system,True,True,,E. coli was used to initiate studies of bacterial phospholipid metabolism,historical,pioneering_research,it was not until the early 1960s that Eugene Kennedy using Escherichia coli initiated studies of bacterial phospholipid metabolism,1.0,False,-1,0.0,10.515932,0.50545424
22925633,E. coli,2013,Biochim Biophys Acta,ecoli_model_system,True,True,,E. coli became a well-established model with available genetic tools and mutants for phospholipid research,technical,genetic_tool_availability,By the late 1990s conditional and null mutants were available along with clones of the genes for every step of phospholipid biosynthesis,1.0,False,-1,0.0,10.524172,0.40589938
22925633,E. coli,2013,Biochim Biophys Acta,ecoli_model_system,True,True,,E. coli allows systematic manipulation of phospholipid composition while maintaining viability,biological,metabolic_engineering,Strains of E. coli were developed in which phospholipid composition could be changed in a systematic manner while maintaining cell viability,1.0,False,-1,0.0,10.476735,0.5196316
22925633,E. coli,2013,Biochim Biophys Acta,ecoli_model_system,True,True,,E. coli serves as a broadly applicable model for phospholipid synthesis and function in other organisms,biological,model_generalizability,to study mechanisms underlying the synthesis and function of phospholipids that are widely applicable to other prokaryotic and eukaryotic systems,1.0,False,-1,0.0,10.476659,0.53668725
22921756,E. coli,2012,Trends Biotechnol,ecoli_model_system,True,True,,E. coli is widely used as a model system,historical,model_organism_use,Escherichia coli finds extensive use as a model system,1.0,False,11,0.6539510756045893,12.005525,1.0589216
26588977,E. coli,2012,J Chem Theory Comput,ecoli_model_system,True,True,,used as host organism for the enzyme studied,biological,enzyme_source,"As a model system, we choose the hydride transfer reaction in Escherichia coli dihydrofolate reductase (ecDHFR)",1.0,False,-1,0.0,11.439429,1.4525223
22768278,E. coli,2012,PLoS One,ecoli_model_system,True,True,,MscS in E. coli is a well-established model for structural and functional studies of mechanosensitive channels,historical,model_system_precedent,"MscS of Escherichia coli has become an excellent model system for the structural, biophysical, and functional study of mechanosensitive ion channels",0.953,False,-1,0.0,12.449281,0.5930289
22728460,E. coli,2012,Toxicon,ecoli_model_system,True,True,,E. coli was used as a host for heterologous expression of the fusion protein,technical,heterologous_expression,The fusion product has been expressed in recombinant form in Escherichia coli cells,1.0,False,6,1.0,10.785333,2.7962458
22720024,E. coli,2012,PLoS One,ecoli_model_system,True,True,,E. coli allows use of recB mutants as a model to study DSB resection mechanisms in bacteria,technical,model_system,"recB mutants used in this study, showing pronounced RecQ helicase and exonuclease I dependence, make up a suitable model system for studying mechanisms of DSB resection in bacteria.",1.0,False,10,1.0,10.455424,1.4558802
22720024,E. coli,2012,PLoS One,ecoli_model_system,True,True,,"E. coli serves as a simpler, defined model for studying conserved RecQ helicase functions and human oncogenesis",biological,conserved_function,"these mutants might be useful for investigating functions of the conserved RecQ helicase family members, and congruently serve as a simpler, more defined model system for human oncogenesis.",1.0,False,10,1.0,10.47959,1.365803
22700437,E. coli,2012,Biotechnol J,ecoli_model_system,True,True,,E. coli is considered the best model system,biological,model_organism_status,"the best model system, Escherichia coli",1.0,False,-1,0.0,11.988121,0.40589643
22689513,E. coli,2012,Scanning,ecoli_model_system,True,True,,used as a model system to demonstrate contrast mechanisms and dehydration effects,historical,model_system,"first, used as a model system, is Escherichia coli for which the contrast mechanisms of STEM are demonstrated along with the visual effects of a dehydration-induced collapse",1.0,False,3,0.8418814980247104,8.502172,2.5077248
22641560,E. coli,2012,Proteins,ecoli_model_system,True,True,,E. coli DHFR exhibits conformational changes during catalysis and product unbinding,biological,conformational_dynamics,"the enzyme dihydrofolate reductase (DHFR) from Escherichia coli, which exhibits characteristic conformational changes of the active-site loop during the catalytic step and during unbinding of the product",1.0,False,-1,0.0,11.186187,1.4013139
22589107,E. coli,2012,Electrophoresis,ecoli_model_system,True,True,,E. coli system used due to availability of X-ray structures,technical,structural_data_availability,thanks to the X-ray structures obtained for the Escherichia coli TolC/AcrA/AcrB model system,1.0,False,-1,0.0,12.068345,1.9587953
22404288,E. coli,2012,FEMS Microbiol Rev,ecoli_model_system,True,True,,E. coli is used as a model system for studying chromosomal replication fidelity,historical,model_system,the model system Escherichia coli,1.0,False,10,1.0,10.44135,1.3196486
22341221,E. coli,2012,Methods Enzymol,ecoli_model_system,True,True,,E. coli K1 is a causative agent of neonatal meningitis,biological,pathogenicity,The pathogenic Escherichia coli strain E. coli K1 is a primary causative agent of neonatal meningitis,1.0,False,7,1.0,13.470985,2.917055
22266241,E. coli,2012,Infect Genet Evol,ecoli_model_system,True,True,,E. coli is a well-established model system in biology,historical,model_system_history,"Escherichia coli is familiar to biologists as a classical model system, ubiquitous in molecular biology laboratories around the world",1.0,False,11,0.7420225361716012,11.757334,0.41419706
22247152,E. coli,2012,Appl Environ Microbiol,ecoli_model_system,True,True,,E. coli K-12 was chosen as a model system for studying plant interactions,historical,model_system,"comparing E. coli K-12, a model system, and E. coli O157:H7, a pathogen associated with a large number of outbreaks",1.0,False,-1,0.0,12.094669,1.4924831
22245752,E. coli,2012,Protein Expr Purif,ecoli_model_system,True,True,,use of E. coli as a model system for scFv expression,biological,model_system,We here examine in detail the E. coli expression of a scFv originating from an anti-carbohydrate MLS128 antibody as a model system.,1.0,False,6,0.6098992464750184,10.838034,2.792027
22224599,E. coli,2012,Annu Rev Biophys,ecoli_model_system,True,True,,E. coli DAGK serves as a model system for studying membrane protein properties,historical,model_system,"DAGK has also long served as a model system for studies of membrane protein biocatalysis, folding, stability, and structure",1.0,False,-1,0.0,11.030422,0.7776391
22214383,E. coli,2012,Biochemistry,ecoli_model_system,True,True,,E. coli was used for overexpression and purification of the recombinant enzyme,technical,recombinant_protein_expression,"the recombinant enzyme, overexpressed and purified from Escherichia coli",1.0,False,6,0.8913175087466995,11.063691,2.6145077
22081394,E. coli,2012,J Bacteriol,ecoli_model_system,True,True,,E. coli was chosen because most knowledge about SPS function comes from studies on E. coli SPS,historical,prior_research,Most of what is known about the function of SPS has derived from studies investigating Escherichia coli SPS (EcSPS) as a model system.,1.0,False,4,0.9530625135941346,12.185005,2.0004182
22011033,E. coli,2012,Acc Chem Res,ecoli_model_system,True,True,,E. coli ATCase is a well-studied model enzyme for allosteric regulation and cooperativity,biological,model_system,"Escherichia coli aspartate transcarbamoylase (ATCase) is the textbook example of an enzyme that regulates a metabolic pathway, namely, pyrimidine nucleotide biosynthesis, by feedback control and by the cooperative binding of the substrate, L-aspartate.",1.0,False,-1,0.0,11.242634,1.351026
21990359,E. coli,2011,J Biol Chem,ecoli_model_system,True,True,,E. coli O9a is a model system for glycan biosynthesis and export via ABC transporter pathway,biological,glycan_biosynthesis,The Escherichia coli O9a O-polysaccharide (O-PS) represents a model system for glycan biosynthesis and export by the ATP-binding cassette (ABC) transporter-dependent pathway.,1.0,False,-1,0.0,13.086741,1.0407054
21981077,E. coli,2011,FEBS J,ecoli_model_system,True,True,,E. coli was used for efficient expression of rat DAAO,technical,recombinant_expression,rat DAAO was efficiently expressed in Escherichia coli,1.0,False,6,1.0,10.957166,2.6935494
21911974,E. coli,2011,Indian J Med Res,ecoli_model_system,True,True,,E. coli was used as a reporter strain for detecting AHLs,technical,reporter_strain,Screening and quantitation of AHLs was done by using cross feeding assay and by determining beta-galactosidase activity respectively using Escherichia coli MG4 as reporter strain,1.0,False,-1,0.0,12.3956585,1.8314363
21608144,E. coli,2011,Biotechnol Prog,ecoli_model_system,True,True,,used as a model system representative of current manufacturing challenges,technical,manufacturing_challenges,An Escherichia coli fed-batch fermentation expressing antibody fragments in the periplasm was used as a model system representative of current manufacturing challenges,1.0,False,3,0.9618607623912797,8.435975,2.9390907
21454609,E. coli,2011,J Biol Chem,ecoli_model_system,True,True,,E. coli was used to improve protein solubility and crystallization,technical,protein_expression,This enhances their solubility in Escherichia coli and improves their crystallization.,1.0,False,6,0.6849718843077173,11.079546,2.6018322
21343464,E. coli,2011,Antimicrob Agents Chemother,ecoli_model_system,True,True,,use of a simple model system,technical,model_simplicity,Using a simple Escherichia coli model system,1.0,False,3,0.6941944723783111,8.472528,2.9331248
21322489,E. coli,2011,Faraday Discuss,ecoli_model_system,True,True,,using E. coli copper amine oxidase as a model system to study oxygen delivery,biological,enzyme_function,We are using Escherichia coli copper amine oxidase as a model system to investigate the roles played by both local active site residues as well as long range interactions in this process,1.0,False,-1,0.0,12.449603,1.4883077
21255112,E. coli,2011,Mol Microbiol,ecoli_model_system,True,True,,E. coli chemotaxis system is used as a model to study Aer-2 signaling,technical,model_system,Using this model system to investigate signalling and poly-HAMP function,1.0,False,-1,0.0,13.216259,-0.31094068
21227918,E. coli,2011,Nucleic Acids Res,ecoli_model_system,True,True,,E. coli provides a suitable model system for studying gram-negative Qnr proteins,biological,model_system_relevance,thus providing an appropriate model system for gram-negative Qnr proteins,1.0,False,-1,0.0,13.473842,1.0478472
20923764,E. coli,2010,J Biol Chem,ecoli_model_system,True,True,,used as a model system to study gene regulation in response to food availability and cAMP levels,biological,gene_regulation,We used the galactose regulation in Escherichia coli as a model system for understanding how cells integrate information about food availability and cAMP levels to adjust the timing and intensity of gene expression,1.0,False,3,0.8288453122801356,8.068161,2.4305193
20856905,E. coli,2010,PLoS Biol,ecoli_model_system,True,True,,E. coli is well-characterized biochemically and genetically,biological,biochemical_characterization,The Escherichia coli transcription system is the best characterized from a biochemical and genetic point of view and has served as a model system.,1.0,False,11,0.8067639500563554,11.285366,-0.358337
20818735,E. coli,2010,Dev Disabil Res Rev,ecoli_model_system,True,True,,E. coli is useful for studying mitochondrial respiratory chain protein structure and function,biological,protein_structure_function,"E. coli are single cell, prokaryotic bacteria that have proven to be a useful model system in which to investigate mitochondrial respiratory chain protein structure and function",1.0,False,-1,0.0,11.280366,1.4510877
20680614,E. coli,2010,Anal Bioanal Chem,ecoli_model_system,True,True,,POPE and POPG lipid mixtures are a commonly used model for E. coli membranes,biological,membrane_composition,which form a commonly used model system for Escherichia coli membranes,1.0,False,-1,0.0,10.690454,0.5649421
24031540,E. coli,2010,Braz J Microbiol,ecoli_model_system,True,True,,used as a model system for controlling antibiotic-resistant pathogenic bacteria,biological,antibiotic_resistance,Escherichia coli are used as model system for the control of antibiotic resistant pathogenic bacteria,1.0,False,9,1.0,13.121567,1.6258274
20382818,E. coli,2010,Appl Environ Microbiol,ecoli_model_system,True,True,,used as a model system for studying lipid A analysis,technical,model_system,"Using lipid A from Escherichia coli O116 as a model system, we have investigated the effects of different matrices and comatrix compounds on the analysis of lipid A.",1.0,False,-1,0.0,9.939424,0.70543617
20231390,E. coli,2010,Antimicrob Agents Chemother,ecoli_model_system,True,True,,UPEC is a major cause of urinary tract infections,biological,pathogenic_relevance,Most UTIs are caused by strains of uropathogenic Escherichia coli (UPEC),1.0,False,7,0.8511262633790874,13.298709,3.1385732
20206698,E. coli,2010,J Struct Biol,ecoli_model_system,True,True,,assess compatibility of challenging targets with E. coli expression system,technical,expression_system_compatibility,analysis of the human kinase TBK1 is presented to show how the ESPRIT technology rapidly addresses the compatibility of challenging targets with the Escherichia coli expression system,1.0,False,6,0.9580927536536232,10.774388,2.798098
20175986,E. coli,2010,Biochim Biophys Acta,ecoli_model_system,True,True,,SQR from E. coli is homologous to mitochondrial complex II,biological,evolutionary_homology,SQR from E. coli is homologous to mitochondrial complex II and has proven to be an excellent model system for structure/function studies of the enzyme,1.0,False,-1,0.0,11.398164,1.3183787
20175986,E. coli,2010,Biochim Biophys Acta,ecoli_model_system,True,True,,SQR from E. coli has proven to be an excellent model system for structure/function studies,technical,model_system_suitability,SQR from E. coli is homologous to mitochondrial complex II and has proven to be an excellent model system for structure/function studies of the enzyme,1.0,False,-1,0.0,11.658164,1.0840312
20113208,E. coli,2010,Foodborne Pathog Dis,ecoli_model_system,True,True,,used as a model system to examine phage treatment effects,biological,model_system,Phage T4 and Escherichia coli were used as a model system to examine this possibility,1.0,False,-1,0.0,12.566591,2.8315198
20064524,E. coli,2010,J Mol Biol,ecoli_model_system,True,True,,use of E. coli as a monitor strain for measuring QS response,technical,monitor_strain,the Escherichia coli monitor strain MH205,1.0,False,-1,0.0,12.669783,1.4008883
20042079,E. coli,2009,BMC Syst Biol,ecoli_model_system,True,True,,E. coli has the most comprehensive genome-scale metabolic model available,technical,model_comprehensiveness,the genome-scale metabolic model of E. coli is the most comprehensive model at this time,1.0,False,-1,0.0,11.259947,-0.18494211
19844856,E. coli,2009,IDrugs,ecoli_model_system,True,True,,used as a model system to study adhesion as an antivirulence target,biological,adhesion_mechanisms,using pili of uropathogenic Escherichia coli as a model system,1.0,False,0,0.7764746944345584,12.310528,5.2319694
19763343,E. coli,2009,Mol Biosyst,ecoli_model_system,True,True,,E. coli is easy to grow and genetically manipulate,technical,genetic_manipulation,"Given its ease of growth and genetic manipulation, the Gram-negative bacterium Escherichia coli appears to be an ideal model system for performing comprehensive genome-scale examinations of genetic redundancy in bacteria.",1.0,False,-1,0.0,11.021834,0.3510822
19731906,E. coli,2009,J Am Chem Soc,ecoli_model_system,True,True,,used as a model system for studying adhesion to mannose,biological,adhesion_mechanism,"using a model system, the adhesion of Escherichia coli to mannose",1.0,False,0,0.8174655450591102,12.32103,5.256755
19576778,E. coli,2009,Trends Microbiol,ecoli_model_system,True,True,,E. coli is used as a model system to improve GO annotation for bacteria,biological,model_organism,describe recent efforts to build and maintain high-quality GO annotation for Escherichia coli as a model system,1.0,False,5,0.3741242417114418,14.539528,1.9920868
19547746,E. coli,2009,PLoS Biol,ecoli_model_system,True,True,,E. coli is a model system for biological signal processing,biological,model_system,The Escherichia coli chemotaxis network is a model system for biological signal processing.,1.0,False,-1,0.0,12.26808,0.8392486
19433552,E. coli,2009,Antimicrob Agents Chemother,ecoli_model_system,True,True,,used as a model system to study GOB-18 biogenesis,technical,model_system,Using the expression of the complete gob-18 gene from the gram-negative opportunistic pathogen Elizabethkingia meningoseptica in Escherichia coli as a model system,1.0,False,2,0.6797158233313764,6.40111,1.8962718
19374016,E. coli,2009,J Struct Biol,ecoli_model_system,True,True,,E. coli was used as a biological model system to study temperature-induced lipid phase separation,biological,model_system,temperature induced lipid phase separation in the biological model system of the Escherichia coli bacteria was used,1.0,False,-1,0.0,10.947396,1.3625547
19362650,E. coli,2009,Methods Enzymol,ecoli_model_system,True,True,,E. coli allows genetic manipulation of biosynthetic gene clusters prior to expression in Streptomyces,technical,genetic_manipulation,"Prior to heterologous expression in S. coelicolor, cosmids containing the complete biosynthetic clusters can be manipulated in Escherichia coli by lambda RED-mediated recombination, creating single or multiple gene replacements or gene deletions.",1.0,False,-1,0.0,11.07883,0.46484998
19235150,E. coli,2009,Curr Protoc Microbiol,ecoli_model_system,True,True,,used as a specific example in the protocol,technical,protocol_example,using a specific example of signaling inhibitor identification using enterohemorrhagic Escherichia coli as a model system,1.0,False,3,0.9021182624140016,8.590672,2.9096768
19224339,E. coli,2009,Mol Cell Biochem,ecoli_model_system,True,True,,E. coli is a safe Biosafety Level I organism,technical,biosafety,Our choice of a safe Biosafety Level I E. coli bacteria,1.0,False,-1,0.0,11.896353,0.034900106
19118341,E. coli,2009,Microbiology (Reading),ecoli_model_system,True,True,,E. coli K1 is a medically important pathogen,biological,pathogenicity,the medically important extraintestinal pathogen Escherichia coli K1,1.0,False,7,1.0,13.545231,2.8149793
19060138,E. coli,2009,J Bacteriol,ecoli_model_system,True,True,,used as a model system for studying hicAB locus,technical,model_system,"Using the hicAB locus of Escherichia coli K-12 as a model system, we present evidence that supports this inference",1.0,False,-1,0.0,10.712408,2.3972692
19054114,E. coli,2009,FEMS Microbiol Rev,ecoli_model_system,True,True,,E. coli is a well-established model system for studying microbial cell-envelope biology,historical,model_system_establishment,Escherichia coli has long been investigated as a leading model system to elucidate the fundamental mechanisms underlying microbial cell-envelope biology,1.0,False,-1,0.0,12.036889,0.55806375
19007188,E. coli,2008,Anal Chem,ecoli_model_system,True,True,,E. coli is a well-characterized model system for studying ribosomal self-assembly,biological,model_system_characterization,The Escherichia coli small (30S) ribosomal subunit is a particularly well-characterized model system for studying in vitro self-assembly,1.0,False,-1,0.0,10.799533,0.99288213
18820051,E. coli,2008,Appl Environ Microbiol,ecoli_model_system,True,True,,E. coli was chosen due to the plasticity of its native ubiquinone biosynthesis pathway,biological,pathway_plasticity,"By utilizing the known plasticity of E. coli's native ubiquinone biosynthesis pathway and the unusual activity of CrtN, modified ubiquinone structures with prenyl side chains containing conjugated double bonds were generated.",1.0,False,-1,0.0,11.629651,2.1224103
18807027,E. coli,2008,Appl Microbiol Biotechnol,ecoli_model_system,True,True,,E. coli was used as a model system to study intrinsic multidrug resistance,biological,model_system,"In this study, Escherichia coli was used as a model system to explore the genetic basis of intrinsic multidrug resistance.",1.0,False,9,1.0,13.006854,1.3748167
18713004,E. coli,2008,Biol Chem,ecoli_model_system,True,True,,chose E. coli TrpRS as a model system for docking studies,technical,model_system_selection,We chose tryptophanyl-tRNA synthetase from Escherichia coli as a model system for docking studies with various tryptophan analogs using the FlexX-Pharm strategy,1.0,False,-1,0.0,11.312153,1.4683082
18636651,E. coli,1997,Biotechnol Bioeng,ecoli_model_system,True,True,,chosen as a model system for the bioconversion study,technical,model_system,The Escherichia coli transketolase-catalyzed condensation of glycolaldehyde with beta-hydroxypyruvate to yield L-erythrulose (and carbon dioxide) was chosen as a model system.,1.0,False,-1,0.0,11.08145,1.1313808
18631241,E. coli,2008,Mol Microbiol,ecoli_model_system,True,True,,used PhoB as a model system within E. coli to study two-component signaling,biological,model_system,Using the Escherichia coli RR PhoB as a model system,1.0,False,-1,0.0,12.329377,0.93882465
18606737,E. coli,2008,J Bacteriol,ecoli_model_system,True,True,,E. coli is a well-studied model organism for TMAO reductase operons,historical,model_organism_precedent,"The regulation and expression of TMAO reductase operons have been well studied in model genera such as Escherichia, Shewanella, and Rhodobacter",1.0,False,-1,0.0,11.548648,0.044815812
18573332,E. coli,2008,Free Radic Biol Med,ecoli_model_system,True,True,,chosen for its simplicity as a model system,technical,model_simplicity,in a relatively simple model system such as starving E. coli cells,1.0,False,3,0.6663975388053357,8.514377,2.9197283
18524933,E. coli,2008,Microbiology (Reading),ecoli_model_system,True,True,,"E. coli serves as a model system for studying bacteriocin structure-function, genetics, ecology, and evolution",biological,model_system,"Colicins, those bacteriocins produced by Escherichia coli, serve as a model system for investigations of bacteriocin structure-function relationships, genetic organization, and their ecological role and evolutionary history.",1.0,False,-1,0.0,11.935754,0.9711294
18326037,E. coli,2008,J Biol Chem,ecoli_model_system,True,True,,"PspF, a AAA+ protein involved in transcription activation, is naturally present in E. coli",biological,native_protein_expression,"Here we use PspF, a specialized AAA+ protein required for enhancer-dependent transcription activation in Escherichia coli, as a model system to address this question",1.0,False,-1,0.0,13.6472025,1.328754
18271571,E. coli,2008,J Phys Chem B,ecoli_model_system,True,True,,E. coli biotin carboxylase has available crystal structures with and without ATP bound,technical,structural_data_availability,"Biotin carboxylase from Escherichia coli, whose crystal structures with and without ATP bound have been determined, has served as a model system for this component of the acetyl-CoA carboxylase complex",1.0,False,-1,0.0,11.117465,1.3519384
18085201,E. coli,2007,Methods Mol Med,ecoli_model_system,True,True,,E. coli was used as a host for producing purified transducible Cre protein,technical,protein_expression_system,"Here, we present methods for generating purified transducible Cre protein from Escherichia coli and its transduction into ES cells and their neural progeny.",1.0,False,6,1.0,10.902502,2.6944537
17964259,E. coli,2007,Mol Cell,ecoli_model_system,True,True,,use of MalT as a model system to study STAND ATPases,biological,model_system,"Here we use MalT, the transcription activator of the Escherichia coli maltose regulon, as a model system to address this question",1.0,False,-1,0.0,11.202873,1.3936683
17942694,E. coli,2007,Proc Natl Acad Sci U S A,ecoli_model_system,True,True,,"T4 phage, which infects E. coli, is a well-established model system in molecular biology",historical,model_system_establishment,"a large, tailed Escherichia coli virus that is an important model system in molecular biology",1.0,False,-1,0.0,12.6657505,2.6476138
17921263,E. coli,2007,Appl Environ Microbiol,ecoli_model_system,True,True,,chosen as a model system for NADPH-dependent bioconversion,biological,metabolic_function,for use as a model system for NADPH-dependent bioconversion,1.0,False,-1,0.0,11.184787,1.0498277
17913479,E. coli,2007,Artif Intell Med,ecoli_model_system,True,True,,E. coli chemotaxis is a well-characterized model system for studying bacterial chemotaxis networks,biological,model_system_characterization,Escherichia coli chemotaxis provides a well-characterized model system for the bacterial chemotaxis network,1.0,False,-1,0.0,13.2641945,-0.3931374
17894548,E. coli,2008,Biochem J,ecoli_model_system,True,True,,used as a model system due to homology with human mitochondrial complex I subunit,biological,homology,We have now examined the effects of ND6 mutations on the function of complex I using the homologous NuoJ subunit of Escherichia coli NDH-1 (NADH:quinone oxidoreductase) as a model system.,1.0,False,2,1.0,5.949127,1.7481829
17803448,E. coli,2007,Cancer Biother Radiopharm,ecoli_model_system,True,True,,E. coli was used for recombinant expression of the beta subunit of HLA-DR10,technical,recombinant_protein_expression,we express a recombinant form of the beta subunit of HLA-DR10 in Escherichia coli,0.951,False,6,0.8162185278567708,10.946415,2.8796072
17668295,E. coli,2007,J Struct Funct Genomics,ecoli_model_system,True,True,,E. coli has been historically important for understanding biological processes,historical,model_organism_history,Escherichia coli has historically been an important organism for understanding a multitude of biological processes,1.0,False,-1,0.0,12.356077,0.3746098
17668295,E. coli,2007,J Struct Funct Genomics,ecoli_model_system,True,True,,E. coli is a model system for simulating living cells,biological,cell_simulation_model,represents a model system as we attempt to simulate the workings of living cells,1.0,False,-1,0.0,11.985094,0.46120667
17668295,E. coli,2007,J Struct Funct Genomics,ecoli_model_system,True,True,,Many E. coli strains are important pathogens requiring new therapies,biological,pathogenicity,Many E. coli strains are also important human and animal pathogens for which new therapeutic strategies are required,1.0,False,7,1.0,13.377803,2.8314707
17660063,E. coli,2007,J Struct Biol,ecoli_model_system,True,True,,E. coli AmtB is established as a preferred model for mechanistic studies,historical,model_system_precedent,"The Escherichia coli channel AmtB has become the model system of choice for analysis of the mechanism of ammonia conductance, increasingly also through molecular dynamics simulations.",1.0,False,-1,0.0,13.183595,1.3249367
