paper_id,organism,year,journal,query_source,explicit_reason_found,hallucination_free,null_reason,claim,category,subcategory,supporting_quote,quote_match_score,hallucination_risk
31691575,E. coli,2020,Antioxid Redox Signal,ecoli_model_system,True,True,,Insights from E. coli can help identify regulatory mechanisms of S-nitrosylation in mammalian systems and dysfunctional mitochondria,biological,mechanistic_insight,Insights into enzymatic regulation of S-nitrosylation in E. coli may inform the identification of disease-relevant regulatory machinery in mammalian systems.,1.0,False
31555237,E. coli,2019,Front Microbiol,ecoli_model_system,True,True,,used as a model to study resistance and fitness costs,biological,antimicrobial_resistance,Here we used Escherichia coli and amoxicillin-clavulanic acid (AMC) resistance as a model to understand how the artificial environments utilized in studies of bacterial fitness could affect the emergence of resistance and associated fitness costs,1.0,False
31543341,E. coli,2020,J Chromatogr A,ecoli_model_system,True,True,,E. coli was chosen because of the simple evaluation of cell growth and product concentration using fluorescence,technical,easy_detection,due to the simple evaluation of cell growth and product concentration by fluorescence,1.0,False
31511947,E. coli,2019,Anal Bioanal Chem,ecoli_model_system,False,True,explanation,,,,,,
31387973,E. coli,2019,Biochem J,ecoli_model_system,False,True,explanation,,,,,,
31378308,E. coli,2019,Dent Mater,ecoli_model_system,False,True,explanation,,,,,,
31375483,E. coli,2019,Appl Environ Microbiol,ecoli_model_system,False,True,explanation,,,,,,
31343690,E. coli,2019,J Insect Sci,ecoli_model_system,False,True,explanation,,,,,,
31331635,E. coli,2019,Biophys J,ecoli_model_system,True,True,,The lac operon in E. coli has regulatory features common to many operons,biological,regulatory_elements,The lac operon of Escherichia coli is a model system with regulatory elements such as multiple operators and DNA looping that are shared by many operons,1.0,False
31309500,E. coli,2019,Methods Mol Biol,ecoli_model_system,False,True,explanation,,,,,,
31294227,E. coli,2018,AIMS Microbiol,ecoli_model_system,True,True,,E. coli was chosen because it is a well-studied model system,historical,model_organism_history,current models based on the well-studied model system Escherichia coli,1.0,False
31283111,E. coli,2019,Biotechnol J,ecoli_model_system,False,True,explanation,,,,,,
31275279,E. coli,2019,Front Microbiol,ecoli_model_system,False,True,explanation,,,,,,
31266871,E. coli,2019,mBio,ecoli_model_system,False,True,explanation,,,,,,
31196115,E. coli,2019,Microb Cell Fact,ecoli_model_system,False,True,explanation,,,,,,
31154089,E. coli,2019,Infect Genet Evol,ecoli_model_system,False,True,explanation,,,,,,
31117939,E. coli,2019,BMC Genomics,ecoli_model_system,True,True,,chosen as a model system for studying RNA-binding proteins,biological,model_organism,we have chosen the bacterial model system Escherichia coli,1.0,False
31015941,E. coli,2019,Chem Sci,ecoli_model_system,False,True,explanation,,,,,,
31002459,E. coli,2019,Plant J,ecoli_model_system,False,True,explanation,,,,,,
30987875,E. coli,2019,J Biosci Bioeng,ecoli_model_system,True,True,,E. coli was used as a model system to evaluate the RuBisCO-mediated pathway for glycolate-based PHA synthesis,technical,model_system,using Escherichia coli JW2946 with the deletion of glycolate oxidase gene (DeltaglcD) as the model system,1.0,False
30962907,E. coli,2019,Ecol Evol,ecoli_model_system,False,True,explanation,,,,,,
30947980,E. coli,2019,Vet Immunol Immunopathol,ecoli_model_system,False,True,explanation,,,,,,
30936373,E. coli,2019,J Bacteriol,ecoli_model_system,True,True,,E. coli was used to assess the toxicity of VapC-1 toxin mutants,technical,toxicity_assay,"the effects of the mutations on protein-protein interactions, growth of Escherichia coli, and pathogenesis ex vivo were tested",1.0,False
30735603,E. coli,2019,Plant J,ecoli_model_system,False,True,explanation,,,,,,
30691641,E. coli,2019,Methods Enzymol,ecoli_model_system,False,True,explanation,,,,,,
30677561,E. coli,2019,Int J Food Microbiol,ecoli_model_system,False,True,explanation,,,,,,
30622185,E. coli,2019,mBio,ecoli_model_system,False,True,explanation,,,,,,
30572892,E. coli,2018,Microb Cell Fact,ecoli_model_system,False,True,explanation,,,,,,
30571913,E. coli,2019,ACS Synth Biol,ecoli_model_system,False,True,explanation,,,,,,
30475589,E. coli,2018,ACS Nano,ecoli_model_system,False,True,explanation,,,,,,
30425704,E. coli,2018,Front Microbiol,ecoli_model_system,False,True,explanation,,,,,,
30386749,E. coli,2018,Prev Nutr Food Sci,ecoli_model_system,False,True,explanation,,,,,,
30386425,E. coli,2018,J Biol Eng,ecoli_model_system,False,True,explanation,,,,,,
30342092,E. coli,2018,J Struct Biol,ecoli_model_system,False,True,explanation,,,,,,
30336005,E. coli,2018,J Am Chem Soc,ecoli_model_system,True,True,,used as a cellular model system to screen for PqsD inhibitors,technical,model_system,We developed an activity-based probe strategy that allows to screen for PqsD inhibitors in a cellular model system of live cells of Escherichia coli overexpressing PqsD,1.0,False
30296001,E. coli,2018,Microb Biotechnol,ecoli_model_system,True,True,,E. coli has well-characterized genetic tools,technical,genetic_manipulation,Recent studies have shown that the Mtr electron conduit from Shewanella oneidensis MR-1 can be produced in Escherichia coli to generate an exoelectrogenic model system with well-characterized genetic tools,1.0,False
30291119,E. coli,2018,Appl Environ Microbiol,ecoli_model_system,True,True,,E. coli is relevant for studying intestinal colonization due to its interaction with the microbiota in the mucus layer,biological,colonization_mechanisms,Both commensal and pathogenic strains of Escherichia coli appear to colonize the mammalian intestine by interacting physically and metabolically with other members of the microbiota in the mucus layer that overlays the cecal and colonic epithelium,1.0,False
30275448,E. coli,2018,Nat Commun,ecoli_model_system,True,True,,MdfA from E. coli is used as a model system for understanding drug efflux in MFS MDR antiporters,biological,model_system_relevance,we anticipate that MdfA will serve as a model system for understanding drug efflux in MFS MDR antiporters,1.0,False
30199078,E. coli,2018,Analyst,ecoli_model_system,False,True,explanation,,,,,,
30174070,E. coli,2019,Food Chem,ecoli_model_system,False,True,explanation,,,,,,
30152177,E. coli,2018,Anim Sci J,ecoli_model_system,False,True,explanation,,,,,,
30132188,E. coli,2019,Curr Genet,ecoli_model_system,False,True,explanation,,,,,,
30100899,E. coli,2018,Front Microbiol,ecoli_model_system,True,True,,used as a model system for testing CRISPRi metabolic engineering strategies,biological,model_system,This wild-type strain was used as a model system for testing clustered regularly interspaced short palindromic repeats (CRISPR) interference (CRISPRi) metabolic engineering strategies.,1.0,False
29781985,E. coli,2018,J Vis Exp,ecoli_model_system,False,True,explanation,,,,,,
29547508,E. coli,2018,Biosensors (Basel),ecoli_model_system,False,True,explanation,,,,,,
29538288,E. coli,2018,Antibiotics (Basel),ecoli_model_system,True,True,,E. coli serves as a benchmark for comparing DNA replication mechanisms,historical,benchmark_model,"Escherichia coli has been developed as a model system to study DNA replication, serving as a benchmark for comparison",1.0,False
29516149,E. coli,2018,Appl Microbiol Biotechnol,ecoli_model_system,False,True,explanation,,,,,,
29463660,E. coli,2018,mBio,ecoli_model_system,False,True,explanation,,,,,,
29400945,E. coli,2018,ACS Chem Biol,ecoli_model_system,True,True,,used as a model system to study UVA effects on modified nucleosides,biological,model_system,"By using Escherichia coli tRNA (tRNA) as a model system, we identify the UVA (370 nm) susceptible chemical groups and bonds in a large variety of modified nucleosides.",1.0,False
29338696,E. coli,2018,BMC Genomics,ecoli_model_system,False,True,explanation,,,,,,
29321261,E. coli,2018,J Gen Physiol,ecoli_model_system,False,True,explanation,,,,,,
29195013,E. coli,2018,Microbiologyopen,ecoli_model_system,True,True,,E. coli was chosen because it is a well-studied host organism,historical,well_studied,a well-studied phage T4 and Escherichia coli K-12 as a host was used,1.0,False
29163425,E. coli,2017,Front Microbiol,ecoli_model_system,True,True,,E. coli is a model system for CRISPR-Cas regulation,historical,model_system,"A model system for CRISPR-Cas regulation, the Type I-E system from Escherichia coli",1.0,False
29162829,E. coli,2017,Nat Commun,ecoli_model_system,True,True,,BtuCD-F is an extensively studied model system,historical,model_system,The vitamin B(12) importer BtuCD-F in Escherichia coli is an extensively studied model system.,1.0,False
29138305,E. coli,2017,mBio,ecoli_model_system,False,True,explanation,,,,,,
29094478,E. coli,2018,Microb Biotechnol,ecoli_model_system,False,True,explanation,,,,,,
29090858,E. coli,2017,Proteomics Clin Appl,ecoli_model_system,False,True,explanation,,,,,,
29084999,E. coli,2017,Sci Rep,ecoli_model_system,True,True,,used as a model system to study nanobody inhibition of ABC transporters,biological,model_system,as a model system by generating nanobodies against the periplasmic binding protein BtuF,1.0,False
29084554,E. coli,2017,Microb Cell Fact,ecoli_model_system,False,True,explanation,,,,,,
29078354,E. coli,2017,Proc Natl Acad Sci U S A,ecoli_model_system,False,True,explanation,,,,,,
29068222,E. coli,2017,Biochemistry,ecoli_model_system,False,True,explanation,,,,,,
29066625,E. coli,2017,J Biol Chem,ecoli_model_system,False,True,explanation,,,,,,
28881211,E. coli,2017,Water Res,ecoli_model_system,False,True,explanation,,,,,,
28770906,E. coli,2017,mSystems,ecoli_model_system,False,True,explanation,,,,,,
28764032,E. coli,2017,Food Chem,ecoli_model_system,False,True,explanation,,,,,,
28763198,E. coli,2017,ACS Synth Biol,ecoli_model_system,True,True,,used as a model system for studying biosensor design,technical,model_system,Using the lac system in Escherichia coli as a model system,1.0,False
28750048,E. coli,2017,PLoS One,ecoli_model_system,False,True,explanation,,,,,,
28743656,E. coli,2017,J Biosci Bioeng,ecoli_model_system,False,True,explanation,,,,,,
28674072,E. coli,2017,J Bacteriol,ecoli_model_system,False,True,explanation,,,,,,
28645373,E. coli,2017,Methods Enzymol,ecoli_model_system,False,True,explanation,,,,,,
28635274,E. coli,2017,J Am Chem Soc,ecoli_model_system,True,True,,chosen as a model system for studying CO2 reduction to formate,biological,metabolic_function,Molybdenum-containing formate dehydrogenase H from Escherichia coli (EcFDH-H) is a powerful model system for studies of the reversible reduction of CO(2) to formate,1.0,False
28593759,E. coli,2017,J Agric Food Chem,ecoli_model_system,True,True,,ETEC K88 is a suitable model for studying childhood diarrhea,biological,disease_model,represent a suitable model system for ETEC causing childhood diarrhea,1.0,False
28567442,E. coli,2017,mSphere,ecoli_model_system,False,True,explanation,,,,,,
28493669,E. coli,2017,Biochemistry,ecoli_model_system,True,True,,chosen as a model system to study misfolding of membrane proteins,biological,membrane_protein_model,"we have studied as a model system an archetypical representative of the ubiquitous major facilitator superfamily, the Escherichia coli lactose permease (LacY)",1.0,False
28482909,E. coli,2017,J Neuroinflammation,ecoli_model_system,False,True,explanation,,,,,,
28482126,E. coli,2017,J Appl Microbiol,ecoli_model_system,False,True,explanation,,,,,,
28400512,E. coli,2017,Proc Natl Acad Sci U S A,ecoli_model_system,False,True,explanation,,,,,,
28370477,E. coli,2017,Mol Microbiol,ecoli_model_system,False,True,explanation,,,,,,
28330875,E. coli,2017,J Biol Chem,ecoli_model_system,True,True,,NhaA antiporter in E. coli is the best studied Na+/H+ exchanger and serves as a model system,historical,model_system,"The NhaA antiporter of Escherichia coli is the best studied member of the Na(+)/H(+) exchanger family and a model system for all related Na(+)/H(+) exchangers, including eukaryotic representatives.",1.0,False
28240906,E. coli,2017,J Phys Chem B,ecoli_model_system,True,True,,E. coli enables translation of genetic sequences into functional fluorescent proteins,technical,protein_expression,"Translation of the genetic sequence in Escherichia coli leads to fully functional, highly soluble fluorescent proteins with distinct properties",1.0,False
28221909,E. coli,2016,J Food Prot,ecoli_model_system,False,True,explanation,,,,,,
28216260,E. coli,2017,Immunol Lett,ecoli_model_system,True,True,,E. coli was used as a host to develop a reliable expression system for functional Fab-effector fusion proteins,technical,expression_system,our approach can contribute the development of diverse bi-functional Fab-effector fusion proteins by providing a simple strategy that enables the reliable expression of a functional fusion proteins in E. coli,1.0,False
28174316,E. coli,2017,mBio,ecoli_model_system,True,True,,E. coli is used as a model system to study survival mechanisms during long-term starvation,biological,survival_mechanisms,Starving Escherichia coli constitute a model system to understand survival mechanisms during long-term starvation,1.0,False
28138930,E. coli,2017,Appl Biochem Biotechnol,ecoli_model_system,False,True,explanation,,,,,,
28045394,E. coli,2017,Acta Crystallogr F Struct Biol Commun,ecoli_model_system,False,True,explanation,,,,,,
27992877,E. coli,2017,Nature,ecoli_model_system,True,True,,MS2 infects E. coli via the F-pilus,biological,host_infection_mechanism,MS2 infects Escherichia coli via the host 'sex pilus' (F-pilus),1.0,False
27881199,E. coli,2017,Animal,ecoli_model_system,False,True,explanation,,,,,,
27856760,E. coli,2016,Proc Natl Acad Sci U S A,ecoli_model_system,False,True,explanation,,,,,,
27715045,E. coli,2017,J Phys Chem B,ecoli_model_system,True,True,,E. coli was chosen because it can be pathogenic for humans,biological,pathogenicity,"that from Escherichia coli, which can be pathogenic for humans",1.0,False
27725264,E. coli,2016,Metab Eng,ecoli_model_system,False,True,explanation,,,,,,
27708355,E. coli,2016,Sci Rep,ecoli_model_system,False,True,explanation,,,,,,
27627367,E. coli,2016,Phys Rev E,ecoli_model_system,False,True,explanation,,,,,,
27626276,E. coli,2016,PLoS One,ecoli_model_system,False,True,explanation,,,,,,
27555589,E. coli,2016,Proc Natl Acad Sci U S A,ecoli_model_system,False,True,explanation,,,,,,
27530102,E. coli,2016,Sci Rep,ecoli_model_system,False,True,explanation,,,,,,
27458582,E. coli,2016,Front Bioeng Biotechnol,ecoli_model_system,False,True,explanation,,,,,,
27334397,E. coli,2016,Exp Parasitol,ecoli_model_system,True,True,,used as food source for nematode culture,technical,food_source,"with Escherichia coli OP50 as food, exactly as described for the model nematode Caenorhabditis elegans",1.0,False
27291821,E. coli,2016,Gene,ecoli_model_system,True,True,,used for transient expression of BmDredd,technical,heterologous_expression,"When transiently expressed in Escherichia coli cells, BmDredd underwent spontaneous cleavage and exhibited high proteolytic activity for caspase-8 substrate but relatively low for caspase-3 or -9 substrate",1.0,False
27223821,E. coli,2016,EcoSal Plus,ecoli_model_system,True,True,,The lambda Red system enables efficient chromosomal modifications in E. coli,technical,genetic_manipulation_efficiency,it is utilized to make chromosomal modifications of E. coli with such efficiency that it changed the nature and number of genetic manipulations possible,1.0,False
27164316,E. coli,2016,Protein Sci,ecoli_model_system,False,True,explanation,,,,,,
27118587,E. coli,2016,mBio,ecoli_model_system,False,True,explanation,,,,,,
27060235,E. coli,2016,Food Chem Toxicol,ecoli_model_system,False,True,explanation,,,,,,
26999393,E. coli,2016,Microbiol Spectr,ecoli_model_system,True,True,,E. coli is the most common cause of bacterial prostatitis,biological,pathogenic_prevalence,Because Escherichia coli represents the most common cause of bacterial prostatitis,1.0,False
26992034,E. coli,2016,Mol Microbiol,ecoli_model_system,True,True,,used as a model system for studying biofilms,technical,model_system,"Using macrocolony biofilms of commensal and pathogenic E. coli as a model system, we demonstrate here that the green tea polyphenol epigallocatachin gallate (EGCG) is a potent antibiofilm agent",1.0,False
26964981,E. coli,2016,Ultrason Sonochem,ecoli_model_system,False,True,explanation,,,,,,
26951651,E. coli,2016,Proc Natl Acad Sci U S A,ecoli_model_system,False,True,explanation,,,,,,
26948702,E. coli,2016,Nat Commun,ecoli_model_system,False,True,explanation,,,,,,
26919584,E. coli,2016,Biochemistry,ecoli_model_system,False,True,explanation,,,,,,
26918149,E. coli,2015,F1000Res,ecoli_model_system,True,True,,used as a model system to study protein dynamics in enzyme catalysis,biological,protein_dynamics,Dihydrofolate reductase from Escherichia coli (ecDHFR) serves as a model system for investigating the role of protein dynamics in enzyme catalysis,1.0,False
26901612,E. coli,2016,Biochemistry,ecoli_model_system,False,True,explanation,,,,,,
26833730,E. coli,2016,Genes Dev,ecoli_model_system,True,True,,E. coli was used as the food source for C. elegans in the model system,biological,food_source,its food (Escherichia coli),1.0,False
26742049,E. coli,2016,Int J Environ Res Public Health,ecoli_model_system,False,True,explanation,,,,,,
26702058,E. coli,2016,J Biol Chem,ecoli_model_system,False,True,explanation,,,,,,
26696601,E. coli,2015,PLoS Comput Biol,ecoli_model_system,False,True,explanation,,,,,,
26631965,E. coli,2016,Biochem Biophys Res Commun,ecoli_model_system,False,True,explanation,,,,,,
28510822,E. coli,2015,Bot Stud,ecoli_model_system,True,True,,E. coli was used as a model system to evaluate the antibacterial mode of action against Gram negative bacteria,biological,model_organism_for_Gram_negative_bacteria,"EEO at the MIC acted on the loss in viability of E. coli ATCC 43890, which was used as the model system for evaluation of the antibacterial mode of action of EEO against Gram negative bacteria.",1.0,False
26584363,E. coli,2014,J Chem Theory Comput,ecoli_model_system,False,True,explanation,,,,,,
26578677,E. coli,2015,mBio,ecoli_model_system,False,True,explanation,,,,,,
26468108,E. coli,2016,Methods Mol Biol,ecoli_model_system,False,True,explanation,,,,,,
26419209,E. coli,2015,Faraday Discuss,ecoli_model_system,False,True,explanation,,,,,,
26415599,E. coli,2015,BMC Bioinformatics,ecoli_model_system,True,True,,E. coli was chosen because it has a well-known gene regulatory mechanism in the lactose operon used to demonstrate the model,biological,gene_regulatory_mechanism,"We use the classic gene regulatory mechanism of the lactose operon to demonstrate our model's resolution, visual presentation, and real-time interactivity",1.0,False
26370940,E. coli,2015,Philos Trans R Soc Lond B Biol Sci,ecoli_model_system,False,True,explanation,,,,,,
26342905,E. coli,2015,J Virol Methods,ecoli_model_system,False,True,explanation,,,,,,
26334939,E. coli,2015,J Photochem Photobiol B,ecoli_model_system,False,True,explanation,,,,,,
26333814,E. coli,2015,J R Soc Interface,ecoli_model_system,False,True,explanation,,,,,,
26317492,E. coli,2015,PLoS Comput Biol,ecoli_model_system,True,True,,used as a model system to study oscillation and energy dissipation,technical,model_system,Using the Escherichia coli MinCDE oscillator as a model system,1.0,False
26230630,E. coli,2015,PLoS Pathog,ecoli_model_system,True,True,,E. coli was used as a representative of gram-negative bacteria,biological,bacterial_classification,E. coli that represents gram-negative bacteria,0.957,False
26215615,E. coli,2015,J Mol Biol,ecoli_model_system,False,True,explanation,,,,,,
26205976,E. coli,2016,Mol Oral Microbiol,ecoli_model_system,False,True,explanation,,,,,,
26169771,E. coli,2015,Prog Biophys Mol Biol,ecoli_model_system,True,True,,E. coli was chosen based on recent developments in cellular signaling research,technical,cellular_signaling,"based on the latest developments in cellular signaling, we will discuss... An in-depth analysis of the particular transcriptional responses of a bacterium (Escherichia coli K-12 strain), taking as a model system, will follow.",0.707,False
26070680,E. coli,2015,Appl Environ Microbiol,ecoli_model_system,False,True,explanation,,,,,,
26063334,E. coli,2015,Microb Cell Fact,ecoli_model_system,False,True,explanation,,,,,,
26056261,E. coli,2015,Proc Natl Acad Sci U S A,ecoli_model_system,True,True,,E. coli was used for heterologous expression and purification of the fungal protein,technical,heterologous_expression,Heterologous expression and purification of BbBqrA in Escherichia coli confirmed NAD(P)H-dependent benzoquinone reductase activity,1.0,False
26055110,E. coli,2015,J Bacteriol,ecoli_model_system,False,True,explanation,,,,,,
26052320,E. coli,2015,Front Microbiol,ecoli_model_system,True,True,,E. coli is used as a simple model system for studying transcription and chromosome dynamics,biological,model_organism_simplicity,"Using E. coli as a simple model system, co-imaging of RNAP with DNA and other factors during growth and stress responses will continue to be a useful tool for studying bacterial growth and adaptation in changing environment.",1.0,False
26038897,E. coli,2015,J Food Prot,ecoli_model_system,False,True,explanation,,,,,,
26012359,E. coli,2015,J Clin Pharm Ther,ecoli_model_system,False,True,explanation,,,,,,
26004386,E. coli,2015,Int J Food Microbiol,ecoli_model_system,False,True,explanation,,,,,,
26000062,E. coli,2015,Biophys Rev,ecoli_model_system,True,True,,CAP is a well-studied protein in E. coli that exemplifies entropically driven allostery,biological,protein_function,The Catabolite Activator Protein (CAP) of Escherichia coli is an important experimental exemplar for entropically driven allostery,1.0,False
25958074,E. coli,2015,Curr Microbiol,ecoli_model_system,True,True,,used as a representative model for bacterial biofilms,biological,model_organism,used as a model system of bacterial biofilms,1.0,False
25937908,E. coli,2015,Ecol Evol,ecoli_model_system,False,True,explanation,,,,,,
25851148,E. coli,2015,Mol Biosyst,ecoli_model_system,False,True,explanation,,,,,,
25850002,E. coli,2015,Biochemistry,ecoli_model_system,False,True,explanation,,,,,,
25849430,E. coli,2015,PLoS One,ecoli_model_system,False,True,explanation,,,,,,
25735847,E. coli,2015,Anal Chem,ecoli_model_system,False,True,explanation,,,,,,
25735820,E. coli,2015,FEBS J,ecoli_model_system,True,True,,E. coli Lpt system has been extensively studied,historical,research_precedent,The Lpt system has been widely studied in Escherichia coli,1.0,False
25665556,E. coli,2015,Methods Mol Biol,ecoli_model_system,True,True,,E. coli transcriptional apparatus is the best characterized,biological,gene_expression,the Escherichia coli transcriptional apparatus is by far the best characterized,1.0,False
25665556,E. coli,2015,Methods Mol Biol,ecoli_model_system,True,True,,ability to express E. coli RNA polymerase in large quantities and high activity,technical,protein_expression,by the use of multicistronic vectors for expression of the E. coli enzyme in large quantities and in a highly active form,1.0,False
25636231,E. coli,2015,Anal Bioanal Chem,ecoli_model_system,True,True,,E. coli was chosen because prior studies have confirmed DNA binding and cleavage by RAYT in this organism,historical,prior_evidence,"Although RAYT has been subject of numerous studies, where DNA binding and cleavage by RAYT have been confirmed for Escherichia coli, the molecular mechanism of DNA insertion has not been fully understood",1.0,False
25621715,E. coli,2015,Int J Food Microbiol,ecoli_model_system,True,True,,comparison with previous study on E. coli in the same model system,historical,prior_research,"Growth dynamics and microscopic images of S. cerevisiae were compared with those obtained for Escherichia coli in the same model system (Boons et al., 2014).",1.0,False
28231186,E. coli,2015,Foods,ecoli_model_system,False,True,explanation,,,,,,
25565813,E. coli,2015,Int J Nanomedicine,ecoli_model_system,False,True,explanation,,,,,,
25542851,E. coli,2015,Metab Eng,ecoli_model_system,False,True,explanation,,,,,,
25463662,E. coli,2014,J Photochem Photobiol B,ecoli_model_system,False,True,explanation,,,,,,
25461287,E. coli,2015,Nanomedicine,ecoli_model_system,False,True,explanation,,,,,,
25400073,E. coli,2015,Mol Oral Microbiol,ecoli_model_system,False,True,explanation,,,,,,
25367157,E. coli,2015,Protein Sci,ecoli_model_system,False,True,explanation,,,,,,
25325398,E. coli,2014,J Am Chem Soc,ecoli_model_system,True,True,,The results from smFRET experiments were validated with cell-based gene expression experiments in E. coli,biological,gene_expression_validation,"The results of complementary cell-based gene expression experiments conducted in Escherichia coli are highly correlated with the smFRET results, suggesting that KL formation is directly responsible for regulating gene expression.",1.0,False
25250024,E. coli,2014,Front Microbiol,ecoli_model_system,False,True,explanation,,,,,,
25200778,E. coli,2014,J Dairy Sci,ecoli_model_system,False,True,explanation,,,,,,
25142185,E. coli,2015,Environ Microbiol,ecoli_model_system,True,True,,chosen as a model system for controlled transition to and reversion from L-form state,technical,experimental_control,We have adopted Escherichia coli as a model system for the controlled transition to and reversion from the L-form state,1.0,False
25134520,E. coli,2015,Innate Immun,ecoli_model_system,False,True,explanation,,,,,,
25112199,E. coli,2014,Biotechnol J,ecoli_model_system,True,True,,bacteria were chosen because inclusion bodies formed by amyloid proteins in their cytosol resemble toxic amyloids in structure and function,biological,structural_similarity,since the inclusion bodies formed by amyloid proteins in the cytosol of bacteria resemble toxic amyloids both structurally and functionally,1.0,False
25097750,E. coli,2014,Interface Focus,ecoli_model_system,True,True,,E. coli is used to model cooperative and selfish behaviors due to its spatial competition dynamics,biological,cooperative_behavior,we focus on how Escherichia coli bacteria with a growth advantage in stationary phase (GASP) phenotype maintain a proliferative phenotype when faced with overcrowding to gain a fitness advantage over wild-type populations,1.0,False
25081568,E. coli,2014,Genetics,ecoli_model_system,True,True,,E. coli is a simple and tractable model system for studying fundamental properties of DNA sequences,technical,model_tractability,Escherichia coli provides a simple and tractable model system to understand the fundamental properties of these DNA sequences,1.0,False
25076135,E. coli,2014,PLoS One,ecoli_model_system,True,True,,used as a model to mimic bacterial DNA in bloodstream infections,biological,pathogen_model,a model system was set up with human and Escherichia coli (E. coli) DNA to mimic the conditions of bloodstream infections,1.0,False
25042085,E. coli,2014,J Basic Microbiol,ecoli_model_system,True,True,,E. coli K-12 was used as a model system to develop a laboratory technique for screening biofilm mechanical integrity,technical,model_system_utilization,Escherichia coli K-12 was used as a model system to develop a laboratory technique that can be used to quickly screen the mechanical integrity or stability of laboratory cultivated bacterial biofilms,1.0,False
25014120,E. coli,2014,Biochemistry,ecoli_model_system,False,True,explanation,,,,,,
24987089,E. coli,2014,mBio,ecoli_model_system,False,True,explanation,,,,,,
24979038,E. coli,2014,PLoS One,ecoli_model_system,False,True,explanation,,,,,,
24961908,E. coli,2014,FEBS J,ecoli_model_system,False,True,explanation,,,,,,
24841754,E. coli,2014,Biochim Biophys Acta,ecoli_model_system,True,True,,use of a previously identified assembly motif in E. coli Tar-1 receptor,biological,previously_identified_motif,Our model system is the assembly motif ((22)QxxS(25)) found previously in TMDs of the Escherichia coli aspartate receptor (Tar-1).,1.0,False
24806706,E. coli,2014,J R Soc Interface,ecoli_model_system,False,True,explanation,,,,,,
24772534,E. coli,2014,J Econ Entomol,ecoli_model_system,False,True,explanation,,,,,,
24747904,E. coli,2014,Appl Environ Microbiol,ecoli_model_system,False,True,explanation,,,,,,
24747401,E. coli,2014,Nature,ecoli_model_system,True,True,,E. coli is a model system for studying efflux pumps,historical,model_system,A model system for such a pump is the acridine resistance complex of Escherichia coli.,1.0,False
24746518,E. coli,2014,Biochim Biophys Acta,ecoli_model_system,True,True,,E. coli has been used for over 50 years to study bacteriocin import and mechanisms of action,historical,research_continuity,"For over 50years, colicins have provided a working platform for elucidating the structure/function studies of bacteriocin import and modes of action",1.0,False
24732435,E. coli,2014,Chem Biol Interact,ecoli_model_system,False,True,explanation,,,,,,
24725389,E. coli,2014,Environ Microbiol,ecoli_model_system,True,True,,used as a model system to describe molecular control networks in biofilm differentiation,technical,model_system,"Using Escherichia coli as a model system, this review also describes our detailed current knowledge about the underlying molecular control networks - prominently featuring sigma factors, transcriptional cascades and second messengers - that drive this spatial differentiation and points out directions for future research.",1.0,False
24657872,E. coli,2014,Appl Environ Microbiol,ecoli_model_system,False,True,explanation,,,,,,
24548044,E. coli,2014,Anal Chem,ecoli_model_system,False,True,explanation,,,,,,
24530827,E. coli,2014,Biochim Biophys Acta,ecoli_model_system,False,True,explanation,,,,,,
24518442,E. coli,2014,Virulence,ecoli_model_system,False,True,explanation,,,,,,
24486464,E. coli,2014,Nanomedicine,ecoli_model_system,False,True,explanation,,,,,,
24473130,E. coli,2014,mBio,ecoli_model_system,False,True,explanation,,,,,,
17354017,E. coli,2008,J Math Biol,ecoli_model_organism,True,True,,E. coli is used as a model organism with many identified sRNA genes,biological,gene_annotation,"In the model organism Escherichia coli, over 70 sRNA genes have been identified, and the existence of many more has been hypothesized.",1.0,False
36100758,E. coli,2022,Naunyn Schmiedebergs Arch Pharmacol,ecoli_model_system,False,True,explanation,,,,,,
35625201,E. coli,2022,Antibiotics (Basel),ecoli_model_system,True,True,,E. coli is a multidrug-resistant pathogen,biological,pathogenicity,a bacterium included in the priority list of multidrug-resistant pathogens,1.0,False
35302159,E. coli,2022,Dis Model Mech,ecoli_model_system,False,True,explanation,,,,,,
31708879,E. coli,2019,Front Microbiol,ecoli_model_system,False,True,explanation,,,,,,
30335755,E. coli,2018,PLoS Genet,ecoli_model_system,False,True,explanation,,,,,,
29980730,E. coli,2018,Sci Rep,ecoli_model_system,False,True,explanation,,,,,,
29632258,E. coli,2018,Philos Trans R Soc Lond B Biol Sci,ecoli_model_system,True,True,,E. coli Min system is a model system for protein self-organization,biological,model_system,"the Escherichia coli Min system, a model system for protein self-organization",1.0,False
26567153,E. coli,2015,Proc Natl Acad Sci U S A,ecoli_model_system,True,True,,chosen as a model system for genotype-environment interactions,biological,genotype_environment_interactions,using the Escherichia coli lac operon as a model system for genotype-environment interactions,1.0,False
25907766,E. coli,2015,J Proteome Res,ecoli_model_system,False,True,explanation,,,,,,
24457530,E. coli,2014,Mol Biosyst,ecoli_model_system,False,True,explanation,,,,,,
24428922,E. coli,2014,BMC Syst Biol,ecoli_model_system,True,True,,E. coli was chosen because it serves as a prototype biological system for perfect adaptation dynamics,biological,perfect_adaptation_dynamics,"We demonstrate our methodology on a prototype biological system of perfect adaptation dynamics, namely the chemotaxis model for Escherichia coli",1.0,False
24375486,E. coli,2014,Electrophoresis,ecoli_model_system,False,True,explanation,,,,,,
